MaLead,SoDienThoai,HoTen,NgayTiepNhan,MaChienDich,MaBaiViet,SanPham,Vung,ChiNhanh,NhuCau,TrangThai,PhanLoai,GiaoDichVien
BRC-04706,0940584417,Khách hàng 4706,11/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Hỏi ưu đãi,Đang liên hệ,Ấm,GDV-039
BRC-04131,0969723451,Khách hàng 4131,11/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỗ trợ hồ sơ,Thành công,Cần nuôi,GDV-055
BRC-04629,0977921613,Khách hàng 4629,12/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đã tư vấn,Cần nuôi,GDV-054
BRC-04740,0989677871,Khách hàng 4740,12/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Hỗ trợ hồ sơ,Chuyển hồ sơ,Nóng,GDV-009
BRC-05169,0937846603,Khách hàng 5169,12/11/2026,CMP-2026-Q4,,Vay mua nhà,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-018
BRC-04388,0927480108,Khách hàng 4388,12/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Mới,Cần nuôi,GDV-013
BRC-05316,0945154625,Khách hàng 5316,12/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-055
BRC-04910,0961246011,Khách hàng 4910,12/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-035
BRC-04850,0923779768,Khách hàng 4850,13/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-047
BRC-04540,0973554395,Khách hàng 4540,13/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Cần nuôi,GDV-016
BRC-05363,0984722226,Khách hàng 5363,13/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Hỏi ưu đãi,Thành công,Ấm,GDV-025
BRC-04814,0919090250,Khách hàng 4814,13/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,Đã tư vấn,Ấm,GDV-020
BRC-05036,0907968441,Khách hàng 5036,13/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Thành công,Ấm,GDV-050
BRC-04434,0953798943,Khách hàng 4434,13/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Chuyển hồ sơ,Cần nuôi,GDV-039
BRC-04425,0997924297,Khách hàng 4425,13/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-046
BRC-04670,0983529367,Khách hàng 4670,14/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-022
BRC-04316,0924194311,Khách hàng 4316,14/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-041
BRC-05127,0942448458,Khách hàng 5127,14/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Không liên hệ được,Nóng,GDV-001
BRC-05291,0995280708,Khách hàng 5291,14/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Trung,CN Đà Nẵng,Hỗ trợ hồ sơ,Không liên hệ được,Ấm,GDV-058
BRC-04254,0926837151,Khách hàng 4254,15/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Mới,Nóng,GDV-028
BRC-05051,0966217560,Khách hàng 5051,15/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Chuyển hồ sơ,Ưu tiên thấp,GDV-036
BRC-04833,0976935115,Khách hàng 4833,15/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Đang liên hệ,Ấm,GDV-023
BRC-04549,0968782112,Khách hàng 4549,15/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Mở mới,Mới,Ấm,GDV-044
BRC-04678,0935523407,Khách hàng 4678,15/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Đã tư vấn,Ấm,GDV-005
BRC-04312,0989700562,Khách hàng 4312,15/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,Mới,Nóng,GDV-039
BRC-04189,0901715950,Khách hàng 4189,15/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Không liên hệ được,Cần nuôi,GDV-017
BRC-04094,0987501744,Khách hàng 4094,15/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Đang liên hệ,Ấm,GDV-025
BRC-04497,0993499430,Khách hàng 4497,16/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-001
BRC-04662,0909916268,Khách hàng 4662,16/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-032
BRC-04926,0959321772,Khách hàng 4926,16/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Mới,Ấm,GDV-058
BRC-04034,0918101655,Khách hàng 4034,16/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Chuyển hồ sơ,Ấm,GDV-022
BRC-05421,0910683113,Khách hàng 5421,16/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Trung,CN Huế,Mở mới,Mới,Ấm,GDV-004
BRC-05078,0991133016,Khách hàng 5078,16/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Chuyển hồ sơ,Nóng,GDV-019
BRC-05383,0936344829,Khách hàng 5383,16/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-041
BRC-04050,0900451531,Khách hàng 4050,16/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Thành công,Cần nuôi,GDV-036
BRC-04639,0984604114,Khách hàng 4639,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-047
BRC-04787,0965877914,Khách hàng 4787,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Đang liên hệ,Cần nuôi,GDV-024
BRC-04020,0916555472,Khách hàng 4020,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Mới,Ưu tiên thấp,GDV-014
BRC-04113,0979797553,Khách hàng 4113,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Mới,Ấm,GDV-018
BRC-04376,0905217638,Khách hàng 4376,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỏi ưu đãi,Mới,Ấm,GDV-053
BRC-04663,0928904103,Khách hàng 4663,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Hỏi ưu đãi,Chuyển hồ sơ,Ấm,GDV-018
BRC-05235,0957647827,Khách hàng 5235,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Thành công,Nóng,GDV-013
BRC-04860,0922322141,Khách hàng 4860,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-054
BRC-04109,0961889571,Khách hàng 4109,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Hỗ trợ hồ sơ,Mới,Ấm,GDV-036
BRC-04742,0924826494,Khách hàng 4742,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-001
BRC-04517,0936339976,Khách hàng 4517,17/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Tư vấn sản phẩm,Không liên hệ được,Ưu tiên thấp,GDV-002
BRC-04963,0964367197,Khách hàng 4963,18/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Đang liên hệ,Ấm,GDV-006
BRC-05384,0962923387,Khách hàng 5384,18/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Không liên hệ được,Ưu tiên thấp,GDV-056
BRC-04878,0995786465,Khách hàng 4878,18/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,Thành công,Cần nuôi,GDV-029
BRC-05210,0955798219,Khách hàng 5210,18/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỏi ưu đãi,Đã tư vấn,Cần nuôi,GDV-049
BRC-04321,0941931633,Khách hàng 4321,19/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-004
BRC-05616,0902227311,Khách hàng 5099,19/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Chuyển hồ sơ,Cần nuôi,GDV-034
BRC-04389,0994657178,Khách hàng 4389,19/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,So sánh sản phẩm,Đã tư vấn,Nóng,GDV-038
BRC-04374,0943770684,Khách hàng 4374,20/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Đã tư vấn,Nóng,GDV-026
BRC-04521,0907274342,Khách hàng 4521,20/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Đang liên hệ,Ấm,GDV-009
BRC-04507,0938726816,Khách hàng 4507,20/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-054
BRC-04421,0935555167,Khách hàng 4421,20/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,So sánh sản phẩm,Mới,Ưu tiên thấp,GDV-028
BRC-04849,0983943322,Khách hàng 4849,20/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,So sánh sản phẩm,Đã tư vấn,Cần nuôi,GDV-042
BRC-04921,0960764007,Khách hàng 4921,20/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Không liên hệ được,Ưu tiên thấp,GDV-013
BRC-04371,0949565076,Khách hàng 4371,20/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Đang liên hệ,Cần nuôi,GDV-012
BRC-05079,0968638453,Khách hàng 5079,21/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Mới,Ấm,GDV-003
BRC-04284,0946129416,Khách hàng 4284,21/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Đang liên hệ,Cần nuôi,GDV-005
BRC-04765,0942885084,Khách hàng 4765,21/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Hỗ trợ hồ sơ,Mới,Nóng,GDV-047
BRC-04357,0976062419,Khách hàng 4357,21/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Không liên hệ được,Cần nuôi,GDV-020
BRC-04488,0963890659,Khách hàng 4488,21/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Mới,Ấm,GDV-040
BRC-04142,0931811330,Khách hàng 4142,21/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Mở mới,Đã tư vấn,Ưu tiên thấp,GDV-059
BRC-05330,0981011342,Khách hàng 5330,21/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Mới,Ấm,GDV-038
BRC-04378,0901884086,Khách hàng 4378,22/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-054
BRC-04936,0913041884,Khách hàng 4936,22/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đang liên hệ,Ấm,GDV-028
BRC-04610,0902908910,Khách hàng 4610,22/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Hỗ trợ hồ sơ,Đang liên hệ,Cần nuôi,GDV-039
BRC-04637,0950151565,Khách hàng 4637,22/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Đang liên hệ,Nóng,GDV-017
BRC-04309,0993899645,Khách hàng 4309,22/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Mới,Ưu tiên thấp,GDV-041
BRC-05380,0923027333,Khách hàng 5380,22/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Bắc,CN Hải Phòng,Mở mới,Không liên hệ được,Nóng,GDV-020
BRC-04092,0943426764,Khách hàng 4092,22/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,So sánh sản phẩm,Không liên hệ được,Nóng,GDV-005
BRC-05033,0943444732,Khách hàng 5033,23/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,So sánh sản phẩm,Chuyển hồ sơ,Ấm,GDV-042
BRC-04820,0976864350,Khách hàng 4820,23/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,So sánh sản phẩm,Mới,Cần nuôi,GDV-005
BRC-04442,0939600291,Khách hàng 4442,23/11/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Thành công,Ấm,GDV-035
BRC-04991,0941846166,Khách hàng 4991,23/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Mở mới,Chuyển hồ sơ,Cần nuôi,GDV-041
BRC-04611,0981237094,Khách hàng 4611,23/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Mới,Cần nuôi,GDV-044
BRC-05455,0951895072,Khách hàng 5455,24/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-053
BRC-03987,0940895378,Khách hàng 3987,24/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Không liên hệ được,Ưu tiên thấp,GDV-048
BRC-05173,0923460717,Khách hàng 5173,24/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Đang liên hệ,Nóng,GDV-053
BRC-04232,0923940489,Khách hàng 4232,24/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-024
BRC-04868,0964060363,Khách hàng 4868,24/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Mới,Nóng,GDV-046
BRC-04485,0905383709,Khách hàng 4485,24/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Không liên hệ được,Ấm,GDV-038
BRC-04104,0912774051,Khách hàng 4104,24/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,So sánh sản phẩm,Mới,Nóng,GDV-012
BRC-05096,0932087603,Khách hàng 5096,25/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Đang liên hệ,Ấm,GDV-033
BRC-04901,0956602210,Khách hàng 4901,25/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Không liên hệ được,Ấm,GDV-005
BRC-05083,0983885833,Khách hàng 5083,25/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Đã tư vấn,Ấm,GDV-055
BRC-05136,0912979411,Khách hàng 5136,25/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Đang liên hệ,Ấm,GDV-044
BRC-04175,0971930911,Khách hàng 4175,25/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Chuyển hồ sơ,Ưu tiên thấp,GDV-040
BRC-04829,0939653726,Khách hàng 4829,26/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Thành công,Ưu tiên thấp,GDV-060
BRC-04976,0977387447,Khách hàng 4976,26/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Mới,Ấm,GDV-032
BRC-05463,0922849807,Khách hàng 5463,26/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Hỗ trợ hồ sơ,Chuyển hồ sơ,Ấm,GDV-009
BRC-04557,0994601109,Khách hàng 4557,26/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Tư vấn sản phẩm,Mới,Ấm,GDV-039
BRC-04603,0930512049,Khách hàng 4603,26/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Đã tư vấn,Cần nuôi,GDV-031
BRC-04491,0950416714,Khách hàng 4491,26/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đã tư vấn,Nóng,GDV-007
BRC-05327,0954192386,Khách hàng 5327,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,So sánh sản phẩm,Mới,Ưu tiên thấp,GDV-039
BRC-04055,0905030249,Khách hàng 4055,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Mới,Nóng,GDV-002
BRC-04745,0976634654,Khách hàng 4745,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Mới,Ấm,GDV-043
BRC-04107,0944544340,Khách hàng 4107,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Tư vấn sản phẩm,Chuyển hồ sơ,Nóng,GDV-009
BRC-04887,0920950703,Khách hàng 4887,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Mới,Cần nuôi,GDV-056
BRC-04518,0978821112,Khách hàng 4518,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Huế,Mở mới,Thành công,Ưu tiên thấp,GDV-026
BRC-05086,0999820020,Khách hàng 5086,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-028
BRC-05423,0931406826,Khách hàng 5423,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Thành công,Ấm,GDV-032
BRC-04621,0921490197,Khách hàng 4621,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỏi ưu đãi,Mới,Nóng,GDV-056
BRC-04594,0982912969,Khách hàng 4594,27/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Chuyển hồ sơ,Ưu tiên thấp,GDV-007
BRC-05145,0943528435,Khách hàng 5145,28/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-060
BRC-04560,0913203362,Khách hàng 4560,28/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,So sánh sản phẩm,Thành công,Ưu tiên thấp,GDV-009
BRC-04795,0968819306,Khách hàng 4795,28/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Mở mới,Thành công,Cần nuôi,GDV-024
BRC-04495,0982329826,Khách hàng 4495,28/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Tư vấn sản phẩm,Mới,Ưu tiên thấp,GDV-058
BRC-04802,0975832780,Khách hàng 4802,28/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-030
BRC-04625,0994881611,Khách hàng 4625,28/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỏi ưu đãi,Đang liên hệ,Nóng,GDV-046
BRC-04776,0996389405,Khách hàng 4776,28/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Không liên hệ được,Ưu tiên thấp,GDV-013
BRC-04298,0922105517,Khách hàng 4298,28/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Hỏi ưu đãi,Thành công,Ấm,GDV-022
BRC-04366,0943347725,Khách hàng 4366,28/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Đà Nẵng,Mở mới,Chuyển hồ sơ,Cần nuôi,GDV-028
BRC-05049,0947554245,Khách hàng 5049,29/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Đang liên hệ,Nóng,GDV-026
BRC-05424,0979682907,Khách hàng 5424,29/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Mở mới,Đang liên hệ,Ưu tiên thấp,GDV-058
BRC-04150,0930954318,Khách hàng 4150,29/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Tư vấn sản phẩm,Đang liên hệ,Ưu tiên thấp,GDV-030
BRC-04571,0980586566,Khách hàng 4571,29/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Tư vấn sản phẩm,Không liên hệ được,Cần nuôi,GDV-043
BRC-04872,0935489235,Khách hàng 4872,29/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,Mở mới,Đang liên hệ,Nóng,GDV-015
BRC-04444,0956659985,Khách hàng 4444,29/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,So sánh sản phẩm,Không liên hệ được,Ưu tiên thấp,GDV-019
BRC-05047,0991380423,Khách hàng 5047,29/11/2026,CMP-2026-Q4,,App số & Tiết kiệm online,Miền Trung,CN Huế,So sánh sản phẩm,Đang liên hệ,Cần nuôi,GDV-030
BRC-04903,0934974570,Khách hàng 4903,29/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hải Phòng,Tư vấn sản phẩm,Đã tư vấn,Ưu tiên thấp,GDV-026
BRC-05606,0962794182,Khách hàng 4714,30/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Thủ Đức,Mở mới,Thành công,Ấm,GDV-009
BRC-05401,0995861778,Khách hàng 5401,30/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Hỗ trợ hồ sơ,Mới,Nóng,GDV-031
BRC-04302,0964051771,Khách hàng 4302,30/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Bắc Ninh,Mở mới,Không liên hệ được,Ưu tiên thấp,GDV-059
BRC-04685,0942535995,Khách hàng 4685,30/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,So sánh sản phẩm,Mới,Ấm,GDV-032
BRC-04163,0988097644,Khách hàng 4163,30/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Đã tư vấn,Ấm,GDV-034
BRC-05039,0990659706,Khách hàng 5039,30/11/2026,CMP-2026-Q4,,Thẻ tín dụng hoàn tiền,Miền Bắc,CN Bắc Ninh,Hỗ trợ hồ sơ,Đã tư vấn,Ấm,GDV-031
BRC-04439,0908390015,Khách hàng 4439,30/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Đang liên hệ,Ấm,GDV-013
BRC-04200,0903906186,Khách hàng 4200,30/11/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Bình Dương,Mở mới,Thành công,Ưu tiên thấp,GDV-051
BRC-04032,0967172541,Khách hàng 4032,01/12/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Cầu Giấy,So sánh sản phẩm,Đang liên hệ,Ấm,GDV-039
BRC-04288,0943483232,Khách hàng 4288,01/12/2026,CMP-2026-Q4,,Tài khoản lương,Miền Trung,CN Nha Trang,Hỗ trợ hồ sơ,Đã tư vấn,Ấm,GDV-003
BRC-04653,0935165946,Khách hàng 4653,01/12/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN TP.HCM - Quận 1,Hỗ trợ hồ sơ,Thành công,Cần nuôi,GDV-055
BRC-05379,0941658003,Khách hàng 5379,01/12/2026,CMP-2026-Q4,,Tài khoản lương,Miền Bắc,CN Hà Nội - Ba Đình,Mở mới,Mới,Ấm,GDV-051
BRC-04749,0906675749,Khách hàng 4749,02/12/2026,CMP-2026-Q4,,Tài khoản lương,Miền Nam,CN Cần Thơ,Mở mới,Đang liên hệ,Nóng,GDV-032
